data_id,mid,display,correct_mid,done_by
asesor de banca,banking advisor,asesor de banca,,
analista banca,banking analyst,analista banca,,
analista funcional banca,banking analyst,analista funcional banca,,
consultor banca,banking consultant,consultor banca,,
consultor banca privada,banking consultant,consultor banca privada,,
cajero banca gestor,banking manager,cajero banca gestor,,
directivo banca,banking manager,directivo banca,,
gerente banca corporativa,banking manager,gerente banca corporativa,,
gestor banca minorista,banking manager,gestor banca minorista,,
gestor bancario,banking manager,gestor bancario,,
gestor de banca,banking manager,gestor de banca,,
administrativo de banca,banking officer,administrativo de banca,,
oficial banca,banking officer,oficial banca,,
coordinador de banquetes,banquet coordinator,coordinador de banquetes,,
camarero de banquete,banquet server,camarero de banquete,,
encargado de barra,bar manager,encargado de barra,,
hostelero,bar restaurant manager,hostelero,,
camarero de barra,bar waiter,camarero de barra,,
camarero encargado barra,bartender,camarero encargado barra,,
camarero / jefe de barra,bartender waiter,camarero / jefe de barra,,
camarero bar copas,bartender waiter,camarero bar copas,,
camarero barman,bartender waiter,camarero barman,,
camarero barra sala,bartender waiter,camarero barra sala,,
camarero barra sala terraza,bartender waiter,camarero barra sala terraza,,
camarero comedor barra,bartender waiter,camarero comedor barra,,
camarero mesa barra,bartender waiter,camarero mesa barra,,
camarero sala barra,bartender waiter,camarero sala barra,,
pinche cocina camarero,bartender waiter,pinche cocina camarero,,
entrenador de baloncesto,basketball coach,entrenador de baloncesto,,
entrenador superior baloncesto,basketball coach,entrenador superior baloncesto,,
bajista,bass guitarist,bajista,,
apicultor,beekeeper,apicultor,,
administrativo prestaciones,benefits administrator,administrativo prestaciones,,
responsable prestaciones,benefits manager,responsable prestaciones,,
jefe proyecto bi,bi project manager,jefe proyecto bi,,
administrativo licitaciones,bid coordinator,administrativo licitaciones,,
responsable ofertas,bid manager,responsable ofertas,,
administrador bi,billing administrator,administrador bi,,
bloguero,blogger,bloguero,,
miembro pleno,board member,miembro pleno,,
agente de reservas,booking agent,agente de reservas,,
agente de reservas individuales,booking agent,agente de reservas individuales,,
responsable departamento reservas,booking manager,responsable departamento reservas,,
librero,bookseller,librero,,
vendedor libros,bookseller,vendedor libros,,
auxiliar taquilla,box office assistant,auxiliar taquilla,,
taquillero,box office assistant,taquillero,,
administrativo sucursal bancaria,branch administrator,administrativo sucursal bancaria,,
director de sucursal,branch director,director de sucursal,,
director sucursales,branch director,director sucursales,,
encargado de sucursal,branch manager,encargado de sucursal,,
gerente sucursal,branch manager,gerente sucursal,,
gestor sucursal,branch manager,gestor sucursal,,
jefe de sucursal,branch manager,jefe de sucursal,,
responsable de diseno y desarrollo,brand development manager,responsable de diseño y desarrollo,,
director de marca,brand director,director de marca,,
jefe de marca,brand manager,jefe de marca,,
responsable marca,brand manager,responsable marca,,
ayudante reparto,broadcast assistant,ayudante reparto,,
bolsista,broker,bolsista,,
corredor plaza,broker,corredor plaza,,
operador de mercado,broker,operador de mercado,,
analista presupuesto,budget analyst,analista presupuesto,,
controller presupuestario,budget controller,controller presupuestario,,
gestion presupuestos,budget controller,gestión presupuestos,,
tecnico estudios presupuestos,budget officer,técnico estudios presupuestos,,
tecnico gestion presupuestaria,budget officer,técnico gestión presupuestaria,,
tecnico edificacion,build technician,técnico edificación,,
aparejador,building engineer,aparejador,,
oficial mantenimiento edificios,building maintenance,oficial mantenimiento edificios,,
encargado de mantenimiento de edificios,building maintenance manager,encargado de mantenimiento de edificios,,
jefe obras servicios,building services,jefe obras servicios,,
peon servicios,building services,peón servicios,,
jefe edificacion civil,building surveyor,jefe edificación civil,,
tecnico de estudios de obras,building surveyor,técnico de estudios de obras,,
tecnico estudios edificacion,building surveyor,técnico estudios edificación,,
conserje edificios,buildings manager,conserje edificios,,
conductor autobuses,bus driver,conductor autobuses,,
asesor de negocio,business advisor,asesor de negocio,,
asesor mercantil,business advisor,asesor mercantil,,
asesor servicios comerciales,business advisor,asesor servicios comerciales,,
administrativo pymes,business agent,administrativo pymes,,
analista negocio,business analyst,analista negocio,,
analista negocios,business analyst,analista negocios,,
analista funcional jefe proyecto,business analyst project manager,analista funcional jefe proyecto,,
consultor empresarial,business consultant,consultor empresarial,,
consultor negocio,business consultant,consultor negocio,,
consultoria negocio,business consultant,consultoría negocio,,
controller de negocio,business controller,controller de negocio,,
coordinador actividades empresariales,business coordinator,coordinador actividades empresariales,,
coordinador negocios,business coordinator,coordinador negocios,,
desarrollador de negocio,business developer,desarrollador de negocio,,
desarrollador negocios,business developer,desarrollador negocios,,
desarrollo de negocio,business development,desarrollo de negocio,,
desarrollo de negoico,business development,desarrollo de negocio,,
asesor desarrollo empresarial,business development advisor,asesor desarrollo empresarial,,
analista desarrollo negocio,business development analyst,analista desarrollo negocio,,
asistente de desarrollo de negocio,business development assistant,asistente de desarrollo de negocio,,
consultor desarrollo empresarial,business development consultant,consultor desarrollo empresarial,,
consultor desarrollo negocio,business development consultant,consultor desarrollo negocio,,
consultoria desarrollo negocio,business development consultant,consultoría desarrollo negocio,,
director de desarrollo de negocio,business development director,director de desarrollo de negocio,,
director desarrollo de negocio,business development director,director desarrollo de negocio,,
director desarrollo negocios,business development director,director desarrollo negocios,,
director negocio inmobiliario,business development director,director negocio inmobiliario,,
director unidad promocion desarrollo,business development director,director unidad promoción desarrollo,,
ejecutivo desarrollo empresarial,business development executive,ejecutivo desarrollo empresarial,,
ejecutivo desarrollo negocio,business development executive,ejecutivo desarrollo negocio,,
gestion desarrollo negocio,business development management,gestión desarrollo negocio,,
gerente desarrollo empresarial,business development manager,gerente desarrollo empresarial,,
gerente desarrollo negocio,business development manager,gerente desarrollo negocio,,
gerente desarrollo negocios,business development manager,gerente desarrollo negocios,,
responsable desarrollo empresarial,business development manager,responsable desarrollo empresarial,,
director area negocio,business director,director área negocio,,
director de negocio,business director,director de negocio,,
director empresarial,business director,director empresarial,,
director linea negocio,business director,director línea negocio,,
profesor ingles empresarial,business english teacher,profesor ingles empresarial,,
ejecutivo negocio,business executive,ejecutivo negocio,,
perito mercantil,business expert,perito mercantil,,
